Id,x,y
126,185.81632065,52.9311471689
127,147.483180849,155.285598293
128,81.0550474832,154.274600767
129,75.5007248557,159.828059909
130,166.361254494,176.689216064
131,127.268552383,90.5346238547
132,146.219992007,115.551503842
133,143.173356677,17.1756674769
134,58.6966456705,163.589066283
135,126.626352179,92.734652504
136,67.2265786912,120.867654783
137,161.837255438,38.9889149056
138,97.8486429319,21.3315838875
139,89.9733151249,29.6760633045
140,18.8309159412,84.8979454957
141,164.991754693,146.980272974
142,167.570853733,147.734718688
143,186.8356948,68.4286723126
144,125.696124701,196.911291643
145,160.211402553,128.370425197
146,50.414965217,184.773142573
147,154.920623823,77.25562085
148,121.204559845,39.4278639399
149,145.940606898,108.097119131
150,124.321524965,58.6039386893
151,77.1140870015,65.7784621275
152,171.038312636,42.3993523133
153,59.2442406818,70.5004705727
154,157.967974595,169.361386849
155,34.7760373441,155.608850852
156,55.7738643155,52.208145213
157,56.3673526767,108.771080176
158,112.472056173,188.140982155
159,107.722047305,143.304993283
160,94.0729500884,166.78520112
161,101.514980248,52.4073184881
162,15.2787927794,85.5759256142
163,139.379505026,58.6138445634
164,187.418978228,69.6846538634
165,180.082621072,48.1003811525
166,149.718952559,83.7885964572
167,174.349010585,154.787890335
168,119.86835791,140.182526322
169,160.253158274,180.521831561
170,125.912669741,140.210579989
171,160.440819324,105.132658574
172,65.7916131693,53.10918325
173,107.169982556,184.18772646
174,170.575448022,124.535869422
175,152.07590188,56.0627196608
176,145.361232343,100.139417575
177,98.1885399425,49.6599092303
178,88.3020929036,85.1649610218
179,162.519184374,160.850029907
180,196.215292921,153.831993324
181,131.928053872,180.716035377
182,201.853844859,81.8485569304
183,28.7998586609,86.1218424089
184,51.7058631087,96.4424665405
185,161.50864312,166.001233662
186,90.7817541645,76.6983548683
187,113.545079808,124.16793814
188,14.2417010744,103.132865867
189,155.927500215,36.1412254542
190,91.0752348784,16.3404346526
191,30.057868701,127.290336926
192,101.504706026,55.639915917
193,18.4109654301,115.627157724
194,160.820683202,79.7869747993
195,48.1684817131,48.9058326175
196,122.601552348,199.5489662
197,135.976163203,188.88102449
198,68.7386176918,23.7152088863
199,200.127710834,136.731933348
200,22.2842764319,132.547407987
201,190.227802912,149.936167468
202,64.3844865479,131.623258498
203,154.666854621,176.737319165
204,46.7899350313,147.440742277
205,201.144216571,99.3646122204
206,98.7996903,109.78423644
207,36.3589691379,108.57697653
208,53.5032285024,32.0848698956
209,92.9766611749,144.214663549
210,29.2807380342,132.341519285
211,78.2636465065,180.168785311
212,88.7538287451,103.19234044
213,139.206091496,174.580203843
214,29.0258499713,137.357593329
215,112.635306684,134.743920954
216,110.120245658,91.1244857358
217,87.1606405569,129.520657989
218,170.146093534,151.502547386
219,115.455351578,120.196444348
220,45.6772843783,93.0656414166
221,36.400821409,108.133124888
222,195.195064105,108.809194384
223,131.537028469,185.340158063
224,49.466393333,39.3627415571
225,204.632483276,117.300553838
226,158.215840138,126.850491867
227,127.004865775,67.2563531136
228,53.7971532392,141.472309577
229,169.811277295,123.759059181
230,74.8862825566,108.136796645
231,137.77486225,46.3648143791
232,119.803819813,90.4444761759
233,29.2116603173,60.6582184789
234,156.551248379,37.870700668
235,90.4115771265,76.4867946642
236,29.8374571099,145.656084219
237,160.776058148,91.8146022682
238,35.6125035287,44.5089187937
239,144.170806417,27.3106803411
240,119.368345664,147.221812857
241,76.943642821,144.611962025
242,172.945449845,55.0687793202
243,108.521842337,17.0117476463
244,107.287869706,62.984951046
245,198.62161824,88.7857639762
246,138.997400709,144.787499408
247,173.823192346,177.70746007
248,115.880980679,102.784006404
249,108.990932352,40.0967801831
250,170.343829129,82.4888965523
251,44.658977185,121.548431518
252,182.285702342,56.2855960221
253,119.790420329,166.301277316
254,151.65436162,173.932028524
255,144.350326225,194.618849819
256,79.0523790752,84.7854502173
257,80.8364939288,186.034994976
258,117.724914083,29.8278769395
259,175.792653049,113.372044504
260,81.4077462025,138.797914499
261,181.380674135,146.104139322
262,121.732917368,173.116214517
263,134.40232298,82.7586210174
264,34.0532945516,97.9967147412
265,24.9113762105,138.475867364
266,57.0632979895,29.1253393352
267,57.7613901424,60.8178803182
268,130.646110976,18.6306443641
269,79.5380872853,26.730032401
270,97.9858580777,31.4245775958
271,192.469793502,150.944537321
272,118.851044998,171.255618357
273,82.9615025606,109.877966232
274,137.701723059,168.086055559
275,53.2098931844,151.012903293
276,18.8506491276,135.331589862
277,63.8471409328,134.996884121
278,32.2308992768,153.095668617
279,158.429340072,159.94009788
280,53.9261198214,134.121399131
281,150.806014169,23.5276425287
282,129.847424424,168.017442553
283,123.010641219,196.617953028
284,91.0062084758,69.1748271588
285,115.025087342,42.250489235
286,83.1250629419,163.535583295
287,171.227206493,124.24857951
288,180.561204972,174.780680854
289,122.639210535,52.7749435684
290,153.503016444,58.1901417785
291,129.633418336,38.0790002489
292,99.0306060372,102.597629035
293,47.7195329658,122.384141895
294,133.866666789,23.9630300335
295,40.4983601692,144.363814356
296,168.228555438,95.7423111831
297,30.0517278129,120.48246361
298,151.113889869,37.9336051088
299,185.153826404,88.4212472276
300,168.997031315,125.028003805
301,41.5594674515,58.5164503358
302,141.504494296,23.1331380097
303,115.99006187,57.0837597286
304,105.119806634,141.422607042
305,174.137988271,116.73712787
306,44.7413347346,158.025462709
307,39.9652410614,148.508336125
308,53.4888443635,184.227494632
309,136.483729653,142.198822286
310,79.2883455644,34.5306463035
311,86.4959189922,89.077033145
312,148.984724155,87.2686621521
313,75.6397857691,127.118288894
314,31.9677311488,101.232700498
315,18.1690145708,99.7760737171
316,43.4914329568,50.1637270899
317,81.7841437967,128.659957687
318,160.882213521,73.5567364736
319,56.4482318911,79.1849449477
320,57.8790776798,59.0623615918
321,162.074094504,47.6738334953
322,114.514669837,58.8670139644
323,110.388167949,107.464190119
324,162.186266717,183.470610167
325,33.8026313416,93.4177107263
326,129.486909088,203.962915427
327,122.110410157,17.2217566032
328,186.633500942,54.9770609604
329,94.1133424919,32.248928583
330,83.6718179488,147.285867634
331,165.749141276,143.390436951
332,146.186095954,140.039354153
333,109.502236513,97.5143133854
334,126.485933949,27.88324378
335,86.7663446308,172.728218339
336,93.4576697357,113.866280171
337,207.250621665,110.343475928
338,178.432036314,117.148436888
339,79.7415698046,133.900472345
340,163.275243684,89.9302617007
341,135.068723612,91.0843658367
342,80.4882274249,60.8402475534
343,94.7880455545,155.799118681
344,188.203939093,96.1039794332
345,142.778158281,59.5754993199
346,159.598319063,89.083324283
347,140.028070102,62.6961258615
348,24.5124734595,80.0407716756
349,77.3757216195,182.059131098
350,97.4686877535,50.9309616899
351,165.048879189,147.836481472
352,114.207870146,149.901352583
353,81.6472539553,49.8629828928
354,70.7892825038,61.3426730425
355,81.8246354719,168.418781612
356,36.9839060667,83.4960469401
357,82.2754320516,161.243125263
358,60.6343580559,94.706927381
359,167.045556563,41.9280471165
360,178.058877386,71.9913844918
361,50.6109536319,126.74782748
362,106.495214718,76.9273073064
363,61.9460586736,107.048670701
364,154.253547904,84.8825186743
365,105.491463169,90.6034589697
366,172.374973352,141.689601857
367,70.3361025006,171.910601761
368,158.643705844,108.324600845
369,177.536168938,64.3808335529
370,63.1451820838,69.3408502232
371,108.991945705,138.411379528
372,153.17665699,168.351063923
373,161.935011925,116.765005872
374,65.6470885154,41.464591839
375,81.1093052774,136.918417507
376,20.3286095447,119.135778932
377,109.631330887,168.696162736
378,97.5377728648,66.2603537967
379,126.739127281,165.920090793
380,41.6560910132,71.9923898209
381,152.062276197,88.86225413
382,82.8037881596,133.987102807
383,73.0253090685,190.573399384
384,33.1771755455,76.0532055991
385,116.226556364,134.057836828
386,67.5727581841,26.6461600008
387,65.6904274799,147.365192748
388,199.374048604,109.296420071
389,102.494357567,199.754900555
390,90.157621795,145.261779047
391,139.841668907,169.823056135
392,46.609158094,114.893732968
393,30.4158671492,166.684966946
394,20.8733916967,93.8342035762
395,177.647952942,71.0875620342
396,188.263229551,63.8581725449
397,70.676949537,112.564365621
398,173.04105076,163.667041336
399,75.4512507432,106.606109936
400,181.433565983,74.8202166077
401,98.0267665355,191.058686127
402,188.765935268,61.1733875432
403,170.16352565,33.3626880785
404,67.3577715024,143.264026362
405,68.170511877,155.541176574
406,162.681477784,35.4535652776
407,200.13726822,114.189090517
408,96.0844935147,17.3381023974
409,57.1074207504,97.2462359743
410,200.054337644,71.4820448858
411,41.4689824087,89.9132546319
412,175.681306688,138.581104941
413,143.65444409,31.8144781116
414,141.536733648,184.991567593
415,101.744802888,105.775979483
416,35.9338562816,118.30930081
417,68.0922186689,33.738765893
418,185.199538542,158.566365437
419,153.142897933,68.9285367815
420,75.190708624,29.9458029727
421,117.775567924,129.748590717
422,50.1073210178,46.8231709638
423,142.333078847,170.121814652
424,30.1752369324,165.859014077
425,68.6509105417,183.257126998
426,123.929562276,120.452059545
427,133.526458785,97.2684269088
428,128.823055593,39.0357563747
429,171.081781944,83.0501303236
430,137.246235605,139.585742085
431,17.5670304703,136.014220299
432,82.5553479693,184.778014039
433,91.1733499968,29.4819447871
434,136.911116262,97.7746267822
435,121.23928674,168.466775874
436,136.724017571,112.928485814
437,118.174473253,70.8216163669
438,70.4872095934,47.6127105116
439,165.694849216,75.0472705007
440,29.8608662131,106.492209333
441,33.4818269856,156.210285245
442,99.5753921285,32.1501122157
443,144.047834458,185.674284352
444,121.973546088,39.6337409503
445,136.182953346,47.0382010088
446,117.293954833,64.703693719
447,156.251983324,54.8867280917
448,110.533382141,116.112458661
449,42.3531991788,73.869711942
450,74.5789891535,119.798269399
451,193.66859915,159.011290658
452,196.929990983,139.375598231
453,27.1093783035,53.9782733
454,44.8331967166,92.8094744223
455,89.5462948884,37.2218350874
456,29.8436893525,116.858924424
457,77.8707789411,27.810638359
458,59.9641062033,92.9446446869
459,85.1318873821,14.4785235738
460,97.5409285419,115.611687291
461,48.9692535248,57.1812048268
462,92.4913589057,144.11723154
463,84.4284197075,103.382455328
464,57.057585422,67.5978976727
465,143.332043983,155.591553024
466,183.017534166,61.0950959196
467,145.617004148,140.376327757
468,137.851305612,177.768467269
469,131.566893953,132.27791495
470,174.401647648,135.888044341
471,146.678536104,107.218621708
472,35.6095238001,92.7208492394
473,78.6997290323,16.8038944326
474,140.564082072,162.265616587
475,80.6183110505,58.7870142726
476,170.916945957,123.723133001
477,113.530166637,125.763924142
478,166.475492519,39.3067215588
479,120.503622529,97.6977960921
480,52.0434943445,166.743883114
481,128.241752498,195.278603701
482,75.8545349507,97.2657781756
483,41.3133749479,69.5748106009
484,117.850973848,17.128548561
485,116.952089235,63.7820006597
486,113.747777341,113.645878403
487,171.013963547,36.5205044237
488,130.791021132,147.581577904
489,103.950144804,171.246005228
490,102.713528482,14.670765679
491,176.816990403,136.929313399
492,140.815764825,50.6496109636
493,142.705388403,64.0394287944
494,160.7699618,52.2256238414
495,101.889123742,131.244143643
496,70.5443706216,112.799692625
497,111.574395795,39.8156859303
498,71.3018459219,133.731027352
499,70.0112637098,26.0234312316
500,135.032446484,137.052629727
501,18.4528271076,130.333431796
502,29.4257963156,125.692024413
503,79.3828690419,123.843639926
504,23.3400594931,120.560552683
505,158.437165496,65.8039294963
506,27.6096795948,82.6762863739
507,128.025524772,30.5492441585
508,134.642287232,73.7662641947
509,59.0175136416,68.7095256247
510,141.181331716,57.7911634392
511,194.638147772,117.866139254
512,125.761919514,160.795951939
513,206.681058876,105.574884107
514,118.434927368,139.746486696
515,119.720817574,54.2650368908
516,89.4187552264,34.8477712333
517,44.2276379558,34.4554567107
518,198.758071856,96.0380642261
519,126.345857064,116.945297141
520,92.2847646124,151.413764289
521,44.6861358405,116.577579463
522,132.176070209,69.1021548523
523,128.436985974,28.6507314361
524,74.7141866507,85.4740110281
525,65.256408373,176.061271319
526,110.365450762,26.9167613586
527,48.2733704847,83.559972801
528,61.8036358772,100.010645619
529,84.9031094078,148.28806316
530,201.795162016,136.482332519
531,63.800350333,27.153235909
532,73.5819996869,70.5305380222
533,134.894825819,132.584857307
534,174.720474115,173.872584756
535,118.322037118,163.360597361
536,173.802871568,139.23654344
537,53.1931188846,168.886728193
538,70.2187547774,67.8239629099
539,111.179525755,105.159343918
540,133.995501205,152.989525791
541,28.1606463958,140.597514676
542,84.1211134879,184.116481282
543,185.155181833,98.7846555056
544,44.3680791856,66.761207876
545,140.300959268,23.932169458
546,168.549260564,144.756797774
547,72.1169555623,182.769023173
548,188.332022581,155.61399321
549,110.774694026,183.474795842
550,89.7600584744,176.33306539
551,151.200799275,55.5044087217
552,21.1475648897,108.363924367
553,65.9508121471,125.924974241
554,106.554645455,71.0441452075
555,167.745399092,171.382351396
556,170.071652851,146.922697713
557,187.029323559,59.2262232119
558,172.19363848,60.473612118
559,119.781357849,143.609648008
560,95.3771967,140.1147659
561,62.0479110874,153.858211891
562,69.0982621976,155.409295884
563,104.51475697,203.845547128
564,140.540927773,28.1093894556
565,106.711561879,178.128171009
566,37.1905716073,131.838800901
567,72.2111889493,197.127181094
568,159.698729965,178.383713213
569,124.849713751,168.868051201
570,149.739275979,102.746089105
571,56.8644378387,88.356802252
572,57.3808665158,193.035710939
573,96.3642203419,173.805669609
574,75.0671244127,53.247710541
575,54.445657443,54.5928222866
576,43.5730445056,135.217111468
577,96.2505158899,82.0965013278
578,115.640233305,163.961970174
579,202.920859496,119.925614222
580,44.9060074639,48.0715224921
581,194.4604126,103.720849409
582,102.832957793,27.4229732693
583,165.383580493,155.962512571
584,147.858159773,46.4476108763
585,43.5457980192,153.350602751
586,91.2117148504,161.648587255
587,158.079076683,50.1321870775
588,56.3031750411,52.9912108553
589,25.7453261812,143.314926553
590,22.9098010287,116.94960878
591,172.664617267,145.948770625
592,184.029228473,118.682683207
593,119.094996332,47.1695150394
594,140.227745241,139.119441205
595,77.787556964,180.006248977
596,116.482166941,74.0401508865
597,186.665732684,62.8557966925
598,50.664250195,62.745237162
599,107.094746115,50.5691268484
600,53.8986093949,159.317191599
601,135.454469272,73.971021904
602,136.411081253,32.7825055105
603,104.515413847,147.032144054
604,160.296527662,135.952228433
605,136.932447971,21.08657766
606,67.5919268453,26.650661448
607,164.498818622,33.214204773
608,98.5807085261,86.2210456328
609,70.5253000586,179.07209802
610,156.026417084,72.1307559625
611,134.135968641,195.52538077
612,149.70599615,32.1336174296
613,189.65320491,97.6360676351
614,79.8432320523,64.2971028873
615,186.678059103,84.0749197574
616,173.271926245,184.074521614
617,121.562226075,170.917316861
618,35.1551623075,122.071903216
619,88.182292761,137.844932369
620,126.463237678,151.264215591
621,57.7071977274,137.71426259
622,56.9898130388,53.8003169665
623,157.124612283,163.598883617
624,177.692199027,106.37883515
625,25.5433825303,71.8544083695
626,144.393025575,63.6603230562
627,42.1133126223,76.14832135
628,188.516348999,61.2088348218
629,76.202917141,125.336114143
630,123.828518918,145.695112222
631,93.9377829367,126.117644132
632,84.1293101654,63.9531618486
633,50.7257408231,159.738045651
634,107.550985508,21.3936719854
635,89.1890981151,55.3334603414
636,32.6421084799,149.09049831
637,95.9741165373,23.0730463255
638,162.201798177,134.428852508
639,59.1147872237,105.762853757
640,134.570335044,151.399757952
641,136.356713772,145.275119638
642,136.968386945,166.278650265
643,94.5907464381,26.9926298994
644,138.210172077,95.6837588437
645,117.987307138,190.929406637
646,22.5281758932,97.8459878161
647,42.1537402064,150.083509885
648,32.5358784093,82.2953813918
649,69.594362937,137.923305483
650,92.9682980895,32.67367713
651,95.4405402929,186.78866168
652,112.886682333,117.975109752
653,203.070464537,100.659418906
654,113.136948101,168.756379337
655,118.549682502,61.389867264
656,160.400202449,125.173316915
657,73.7643997232,196.473104521
658,162.253087146,140.783092306
659,103.87184937,205.386957331
660,167.420178381,60.8539010138
661,45.7195492719,123.349250567
662,111.146165981,196.55990718
663,48.532989497,177.083567093
664,18.7875655643,146.782856268
665,105.453035081,131.545257749
666,160.817750346,105.018745737
667,22.7237337773,90.335777188
668,98.1964766119,109.891279167
669,170.964868758,100.257623103
670,151.367915223,79.9174522977
671,32.2099798561,142.18720881
672,160.184206506,102.099839882
673,123.958371207,202.977803016
674,169.105187421,138.586928999
675,24.2699368274,89.2482763851
676,146.393032412,52.0007208232
677,54.5543551976,42.4434064161
678,105.970801073,168.135268981
679,115.162536897,164.583834304
680,134.974204585,104.429596275
681,125.129732517,161.093751943
682,30.1213612959,143.491011327
683,112.194068642,21.2880939562
684,113.143331583,91.8674645615
685,143.828177811,185.830511847
686,183.15640248,166.786586185
687,67.9111906137,35.9158444823
688,98.881158476,173.676127224
689,121.550575794,61.8764947181
690,143.502934804,120.001857012
691,66.5886882684,133.786349874
692,140.299803804,61.9533886451
693,128.131190074,40.8213207981
694,119.507348519,145.74654681
695,128.117146314,126.887841069
696,17.5944175397,101.73061045
697,156.283199647,26.2127189182
698,70.9170073431,75.2609792713
699,131.138625579,113.345488113
700,114.294572433,190.090553812
701,48.5777893987,94.7703292791
702,146.278356406,136.977585446
703,153.851291021,116.685018538
704,74.1282635516,53.512955949
705,120.770361024,116.832225427
706,99.0814854292,98.4935576873
707,85.3078192299,96.5143245271
708,178.953172205,47.4799922516
709,186.542722585,157.826095235
710,174.312958494,137.575937349
711,115.917223344,95.9862121397
712,85.0265359985,149.198950302
713,165.018197302,59.1407713148
714,48.2315065152,38.657167611
715,144.136274436,124.275298988
716,149.585772916,97.561652664
717,159.157350014,53.7699930477
718,100.535326602,40.8554849929
719,166.364792753,140.891858812
720,24.9412895354,92.8911627248
721,108.8998265,161.655288811
722,89.66593111,184.273732964
723,123.998425032,124.962281315
724,122.449971592,198.97428654
725,194.898960335,77.589706058
726,146.531784001,77.8774808034
727,96.1937075149,141.276881976
728,41.6729990213,100.853053387
729,99.4888792898,56.7527553629
730,68.0696446961,151.702754441
731,96.4181636113,70.4314671781
732,194.974429709,65.4023478807
733,76.2549042308,123.310831992
734,181.922958537,79.2718963093
735,13.3966074521,95.8657860119
736,190.527107802,90.3044467353
737,53.6422465037,27.5716122051
738,123.245805791,134.962085034
739,23.8411579989,73.0133598082
740,36.8454573986,150.075628559
741,200.826561255,119.91446362
742,151.4845018,157.272320143
743,137.813768943,182.649399778
744,140.116091567,70.7272654373
745,66.2269899123,102.579382995
746,117.071075408,83.994347868
747,129.968991936,100.746394606
748,80.8553411912,99.6361158819
749,73.1277004826,184.093892308
750,153.275943029,194.152853485
751,66.3198149068,140.65655044
752,58.9954467055,51.0558340572
753,104.725182693,22.3758951412
754,126.951151589,30.8941616257
755,176.694122289,165.560046724
756,53.4550062767,101.750617846
757,158.418086551,151.893089935
758,92.1808377144,54.2944998298
759,120.155710151,195.613000597
760,99.5676563233,110.15961711
761,78.867588468,20.0990878529
762,95.6920067313,136.772632619
763,163.739406363,105.636486743
764,186.228717755,96.8079605283
765,124.206713949,107.096184079
766,111.863483527,58.6864300351
767,125.115319028,87.7805444961
768,194.795023763,113.546585921
769,81.2662187156,90.9962851904
770,145.49100983,145.780137187
771,175.665232125,73.9865582381
772,137.005212575,126.150363934
773,113.608933114,166.073062666
774,20.7397858957,134.310393863
775,110.789836736,129.645143788
776,165.33653229,119.186606962
777,157.629499296,59.7058634512
778,110.169860225,190.403713064
779,44.2226459041,100.844270851
780,128.900402314,198.610888774
781,133.764773602,54.2929629412
782,138.261509952,33.9225089596
783,75.1794783084,90.8496957699
784,87.8863303996,66.7945959371
785,185.684959606,53.0160569349
786,98.3751017011,76.858869561
787,102.644835573,44.8867878609
788,153.471497072,122.095637818
789,59.1817113639,87.6876841033
790,179.82383763,51.6978644072
791,11.7638621363,111.561162991
792,147.312650626,24.1618175217
793,143.328487764,131.85511545
794,79.6462307378,59.5624391841
795,57.2463067747,110.103733916
796,118.473561125,143.825376616
797,147.329405927,141.646399294
798,63.231500617,111.124467448
799,162.349028608,161.737336198
800,83.6482201623,68.8171408847
801,162.394380721,188.783247895
802,127.213469392,78.4245624552
803,133.544266771,181.532061242
804,140.883761788,103.230110359
805,89.8406950017,94.0760589926
806,90.1432539446,112.44667518
807,70.3899246111,95.8512310672
808,66.0634902164,196.794614157
809,121.863271241,170.973042682
810,136.608660372,60.9984337924
811,35.80395374,74.9586224295
812,137.288111151,76.4421987632
813,43.551511858,171.488487034
814,96.0728547281,142.399309546
815,113.883347375,88.6878749482
816,156.663916097,65.8356451854
817,180.712010232,166.099312635
818,181.99136272,171.831081999
819,127.779346531,177.612853567
820,183.824644226,59.6363444029
821,28.9597411801,60.1671550286
822,58.1861324417,26.479636639
823,168.293571459,89.9073126393
824,190.378006247,94.0355003775
825,25.4767050693,112.981342448
826,23.9999150182,104.883664781
827,156.309177153,74.2811382361
828,131.341878328,147.665950039
829,109.243079967,81.4294712222
830,132.272185705,179.388712074
831,103.440504208,136.31162282
832,128.808874821,100.300212061
833,149.040793811,80.8158262129
834,57.753981216,24.4022158218
835,99.0480861652,68.1196445881
836,157.059437739,37.2015443111
837,19.0929718491,140.796064409
838,120.953786091,25.6477281402
839,111.363529534,98.794848955
840,168.663690415,142.095614501
841,98.3327878746,124.255418364
842,120.439805857,59.9965016654
843,106.265212216,173.345004915
844,111.249804979,24.9956044422
845,107.567550432,147.581098075
846,168.040485888,73.0116685384
847,38.9374803673,48.8070535623
848,70.0209222237,156.503689561
849,142.569245262,177.747705553
850,119.197149229,27.8745481627
851,99.806498813,90.6779086503
852,155.447403874,92.1452761981
853,78.5623089972,48.2515115523
854,132.970411815,43.238567797
855,143.227669435,72.9479312586
856,66.3683384754,38.0333683609
857,181.132675569,139.782366121
858,130.801846127,37.609498265
859,47.5868061975,74.2174071497
860,146.61618002,50.0219164714
861,153.667223899,145.389192322
862,39.5985318338,118.14361592
863,36.5113868554,170.646973895
864,119.291489429,203.330993523
865,194.907402176,142.808614535
866,103.811157706,207.144561029
867,173.513266252,43.3220199124
868,132.945433266,64.1072206202
869,143.886407945,152.760490854
870,72.0133674029,147.419700233
871,148.6542798,139.69113668
872,191.15676949,59.3337965555
873,88.2024096547,150.233133181
874,62.1854397605,66.4400575024
875,159.656438889,104.197822357
876,124.627759616,149.236060056
877,112.243369346,123.498995783
878,72.0851300274,136.886641493
879,74.7404673965,20.336370929
880,187.556298339,133.502849485
881,98.3108806712,167.361704181
882,161.189525313,98.8516411448
883,84.6480217118,62.9739030542
884,90.2001049429,61.5605091731
885,76.5635864268,126.199260988
886,90.6133073942,82.4451089589
887,111.021919479,68.4416453012
888,105.930704557,197.216650036
889,97.6826952501,142.300210391
890,168.76051054,106.394228054
891,151.685497569,56.1462622006
892,60.0047855875,163.748082241
893,158.528375764,128.691596765
894,27.0645543282,132.332818872
895,63.4329970185,150.535810402
896,12.9148596605,87.2662005271
897,96.8082253174,201.141070013
898,117.322429396,161.420297417
899,47.9615590862,153.768961401
900,92.9186089949,11.7737949471
901,177.225250118,92.1933336415
902,181.856551224,131.73913084
903,79.9929830884,57.1753786343
904,81.3766101889,16.2209732162
905,102.788394449,188.940233511
906,169.326131172,167.011517785
907,134.067206324,147.297502572
908,33.6846555152,55.3178486576
909,23.7071600358,103.334594743
910,111.873796118,66.9075091709
911,49.0266619629,143.967005423
912,159.659130924,78.1931422928
913,146.675038128,156.605928811
914,179.378849692,41.4554436819
915,72.7657458403,156.490365755
916,158.341326612,37.0383257623
917,166.124465219,129.321094105
918,162.42593293,149.054454364
919,83.6215720925,150.241966925
920,153.7661381,183.975987953
921,177.889216006,65.4598399008
922,35.6672820072,147.660509938
923,58.9701090314,94.6056810703
924,159.96875333,186.495391973
925,92.8991734488,128.805249671
926,77.951803829,176.044231497
927,40.5460068281,117.393348146
928,156.405186542,100.582083646
929,70.2596938333,83.4565231176
930,131.002756479,142.083507074
931,57.5464847515,116.406760168
932,51.2372963389,189.089928874
933,23.5078022407,117.582339481
934,143.514034114,113.950380283
935,180.147802276,160.766364937
936,46.6313697955,50.0781294506
937,90.2867926146,58.9299203481
938,12.6326239193,87.8657807026
939,198.413054366,114.334542589
940,76.9954841684,117.427119774
941,38.8063199816,153.764431117
942,98.5275584125,40.9420052139
943,115.561770792,58.7299376285
944,162.347926484,98.5340082704
945,165.533011264,181.031067034
