Id,x,y
196,54.9917941293,114.137750513
197,129.046257644,80.4596448813
198,87.0138089427,194.121827159
199,27.6791561903,55.4271087092
200,99.8310341109,83.2314230893
201,33.2158543433,83.2410863961
202,56.0891462119,150.49070193
203,15.9340276349,121.474329771
204,75.8077825847,161.148155747
205,147.702730987,184.724280183
206,97.8202855732,82.4434326231
207,96.570878083,201.64364318
208,86.0510821905,184.580592869
209,182.580697004,137.322462399
210,93.7981572305,129.972733554
211,47.2242354902,54.7194546721
212,70.5035283051,57.3276086258
213,73.7791153193,47.2302336422
214,108.18631817,202.179978215
215,58.9891192999,102.249075628
216,183.772744927,70.6271172834
217,82.6875633595,138.638039972
218,114.352816671,197.820345887
219,111.766727422,196.574345734
220,135.353632693,155.404782966
221,204.321030828,110.463604174
222,82.8525793183,88.5367846151
223,114.187322529,37.7629599476
224,63.6952707741,190.422580829
225,171.669227019,166.981667455
226,37.2676644482,125.863199981
227,35.1745209127,46.7426569756
228,98.5013569871,179.185531051
229,108.672467127,187.970856468
230,31.8769738846,67.1854633079
231,121.0763252,46.7368628594
232,156.456081431,129.025244805
233,126.301477368,189.453818364
234,31.988730788,48.4992816216
235,172.341543141,76.0855424492
236,185.901108897,94.2302850817
237,83.838967558,184.291891025
238,161.592093377,163.021928206
239,72.6552312564,31.4827070307
240,128.7474773,22.5809433441
241,36.0787629665,61.4403907655
242,190.867349461,134.34188218
243,81.4834924687,170.198625573
244,67.438913116,137.326191767
245,206.446011458,96.8810402845
246,36.2376831018,140.280006411
247,41.792721973,124.11691982
248,152.941905402,162.923009692
249,145.847590556,112.934456813
250,191.128671882,150.442884999
251,131.425316272,68.7840143679
252,142.4371474,49.1593750147
253,171.305445505,166.784384426
254,143.474968415,90.7053182665
255,126.614606553,76.4557026078
256,90.3630160727,107.029142232
257,175.956598436,104.143033215
258,100.641005687,147.633281161
259,110.732666704,180.148213665
260,142.945695072,122.861924431
261,55.6859106907,113.618185344
262,149.281331484,166.947866896
263,96.7092448274,55.3956870207
264,74.8750857471,199.260981773
265,118.284669994,28.4174963167
266,30.0138317462,86.9385862656
267,62.2635708325,91.0714839505
268,91.4935049317,109.315552797
269,125.582818193,120.786273738
270,114.738096358,81.634506481
271,136.466357068,52.3250346505
272,195.315729432,80.988008202
273,151.47245208,170.165043574
274,35.8568815986,168.460050535
275,120.165320168,201.774762559
276,28.6291213823,142.011264001
277,114.593955886,206.946042641
278,99.162902837,121.816626493
279,94.9154831966,95.628772292
280,136.023407263,51.088168023
281,137.204912802,42.376316291
282,87.2898738941,199.198578147
283,41.5455855837,118.16720241
284,44.1815604463,125.767643112
285,24.4820923706,125.245333841
286,185.5773369,138.139029963
287,98.2279976445,153.938637248
288,179.110802283,97.5737884185
289,110.082583863,193.663964008
290,74.7191741164,59.7275554521
291,95.400641803,105.971174717
292,134.115030741,82.3839657107
293,41.8093632617,69.268770121
294,197.959658805,74.2138719223
295,28.2451055673,100.159766602
296,126.391422212,86.0443321698
297,62.9320626275,112.62453457
298,195.173224371,78.9681492027
299,144.607378333,109.142132268
300,17.5490038621,96.6191451071
301,147.2198305,148.512646943
302,89.3555495503,60.0805946912
303,113.297040918,70.9658671529
304,19.1901912465,110.475607358
305,164.012967441,75.1143462394
306,176.178295741,170.06296036
307,104.051280379,94.0300020802
308,80.8434709049,116.668426093
309,203.190345396,113.766965107
310,92.2485710657,92.28232052
311,86.923455306,166.199050654
312,90.1355343601,104.088846977
313,164.295701544,44.381691019
314,108.487600324,187.103121446
315,51.2982392294,138.398150797
316,111.032786302,85.9152398148
317,86.2170460009,185.669467868
318,120.530331067,162.027418556
319,156.329566513,134.188702655
320,123.430971885,201.400797831
321,46.3027328682,55.0782027967
322,76.8671927533,32.5372580634
323,43.7887166673,173.193218712
324,71.5997206754,50.8789845082
325,66.0140198646,93.0562405767
326,203.268604797,116.305085573
327,68.456960822,56.8079477295
328,128.829335308,55.6584605849
329,64.5659449485,124.799894252
330,144.515326069,61.0417776654
331,93.8705403928,135.238613455
332,39.5648574448,50.4537440628
333,21.1667327743,77.3160050332
334,64.8711027711,149.843976333
335,172.68008621,133.138870417
336,78.0848315314,111.353519549
337,163.14369941,29.441409401
338,108.243111542,49.6492590305
339,75.7363861292,119.98448373
340,31.5567032492,74.1981095308
341,115.832325945,104.738336358
342,125.544108343,116.28438308
343,72.8583651255,152.673681857
344,194.901707397,132.732510754
345,63.8750076958,91.388197989
346,121.441099702,80.6296622471
347,114.202417458,115.267136566
348,189.596288309,104.697437166
349,85.4497618287,96.9759389011
350,140.216034338,184.249105313
351,192.659155321,87.6025148371
352,95.9556097921,156.110623693
353,53.8116777914,70.414770224
354,189.898067489,54.1109195536
355,194.041160513,77.8326412993
356,29.2529485119,137.944857062
357,33.7462148505,76.1993029688
358,107.716462397,119.895617644
359,68.5222240423,19.5850356198
360,200.98003085,130.318669823
361,82.2252519327,146.951476976
362,118.888888957,14.6310942532
363,69.1511846272,165.799412773
364,18.8713660747,127.476455057
365,168.957090746,85.0209232477
366,152.109865052,23.6985805959
367,52.8126343181,134.416124463
368,74.6024262769,29.7993050315
369,162.588432873,45.9309394983
370,79.9474256125,181.749222457
371,70.8805052532,45.8834127976
372,15.2745302198,103.18308695
373,149.56448993,141.904340823
374,118.816367366,65.7946558221
375,185.627438617,117.029669185
376,60.7715679269,62.9874000625
377,110.162507332,146.802835465
378,179.495995487,148.705638714
379,61.6358796442,135.295274323
380,171.587053815,44.850173604
381,193.794911408,112.441484942
382,199.952367934,82.4292897665
383,61.0053404713,144.696204958
384,171.647259157,121.57336959
385,89.5867591592,112.176941138
386,176.179921659,158.735003031
387,142.320344414,44.628778615
388,108.752732663,120.919589858
389,125.315567008,159.158673389
390,75.4519346651,152.575463267
391,192.836516806,64.8316363233
392,42.3442817386,45.8858909799
393,46.5861619109,127.471888368
394,169.534522695,145.45474306
395,115.54732487,146.380884703
396,154.8930255,170.082719292
397,175.107465768,168.837280687
398,203.818957519,81.2341891302
399,43.5343789693,89.0152967691
400,141.18559047,114.895328962
401,155.092500301,149.216150608
402,126.060444236,204.053756295
403,135.864367764,55.9486813518
404,176.720670869,100.328015508
405,139.331206231,50.2246975608
406,50.1396790684,31.1574663333
407,158.72291286,38.4221526747
408,127.893533457,148.674410799
409,63.1040058961,111.906285132
410,66.9370340869,40.9870304612
411,39.8877406832,169.099526918
412,175.271738124,45.8176901593
413,159.713468103,131.92989203
414,182.480068036,43.7111470643
415,194.306276556,74.0612283836
416,127.038793802,126.067183839
417,70.2569800568,113.500782455
418,180.272136162,52.7085282324
419,38.1572128863,119.086015285
420,134.253674101,47.7544787862
421,154.137530397,80.047433798
422,127.059032596,35.6951283091
423,100.074745542,46.5651811284
424,23.4507950719,65.12518786
425,143.925799198,169.266511243
426,66.8485092171,96.9822112992
427,56.1973768473,80.4896291011
428,151.275099956,181.612093741
429,69.0185398534,184.631551706
430,176.317262887,124.227586712
431,175.044400057,97.969463783
432,120.053731002,26.5630504373
433,107.599997758,103.173469931
434,65.0554423348,149.847908129
435,97.9954775296,10.7015081464
436,110.070311853,142.809432892
437,76.6703971495,101.975091202
438,113.036709556,68.6773101108
439,59.5614586824,35.9853359148
440,102.950455383,190.2393768
441,77.9068391633,154.992955433
442,63.8626769906,108.673522404
443,57.7674999088,171.938053632
444,167.554123166,111.574289872
445,162.898972168,101.444320213
446,146.230682747,137.327580471
447,175.62461086,175.099146811
448,77.925106375,146.614574646
449,195.381714388,89.9519853144
450,70.0946880337,146.394629548
451,113.630889549,81.5925104795
452,135.243980898,112.807366471
453,120.597475736,162.926653721
454,72.2569795232,194.87084305
455,78.8257825144,22.969983887
456,59.0248993484,72.0681674178
457,168.970349889,75.4216210971
458,185.991700445,109.363335531
459,115.385090252,31.3572034001
460,204.319379783,112.332917258
461,116.682690703,79.3388241502
462,35.0230407575,134.845282029
463,118.6084411,189.531117362
464,94.3030901554,158.111432514
465,131.442067634,122.133519516
466,78.4180545125,139.715581973
467,98.1573239498,107.32756427
468,17.7459799348,107.477206238
469,68.9360640058,55.3665914709
470,119.601096421,80.9344042874
471,165.160553896,90.516531487
472,168.878557472,186.220158966
473,26.9343724546,76.7762162043
474,190.562184824,159.264953095
475,16.4718799114,94.6689794166
476,142.273651122,57.7131429788
477,134.064666184,39.5791401183
478,180.61442353,112.397811913
479,33.591396042,92.0882299387
480,169.260336786,151.645975401
481,114.794459356,177.500304165
482,179.552421343,61.0214159807
483,157.982193131,181.262786386
484,67.4965858296,132.220511069
485,111.690453254,131.059896254
486,167.242852763,141.086247955
487,189.205592102,69.3760731444
488,180.870771783,86.7246081358
489,146.738659729,188.354215189
490,167.707459766,142.797217709
491,155.47019361,179.459753078
492,78.0275108218,191.778876875
493,64.5725977471,81.9531095128
494,79.6442727605,50.3332438786
495,186.962926486,124.740630996
496,59.1000691093,91.0492457283
497,84.7096831859,67.479648639
498,174.721457563,140.285417365
499,19.9503756723,110.72172567
